|context|query
0|"4 2 1 0
1 2
----
"|"4 2 1 0

Just provide the two values."
1|"0 1 4 1
0 1
----
"|"0 1 4 1

Just provide the two values."
2|"3 1 4 0
0 2
----
"|"3 1 4 0

Just provide the two values."
3|"1 1 3 1
0 1
----
"|"1 1 3 1

Just provide the two values."
4|"0 3 0 2
2 2
----
"|"0 3 0 2

Just provide the two values."
5|"1 2 1 3
0 2
----
"|"1 2 1 3

Just provide the two values."
6|"0 0 0 2
1 1
----
"|"0 0 0 2

Just provide the two values."
7|"3 0 2 3
1 2
----
"|"3 0 2 3

Just provide the two values."
8|"4 3 0 2
3 3
----
"|"4 3 0 2

Just provide the two values."
9|"2 4 1 1
0 2
----
"|"2 4 1 1

Just provide the two values."
10|"3 3 4 0
1 2
----
"|"3 3 4 0

Just provide the two values."
11|"2 0 1 1
0 1
----
"|"2 0 1 1

Just provide the two values."
12|"3 0 1 4
0 2
----
"|"3 0 1 4

Just provide the two values."
13|"3 1 3 1
0 1
----
"|"3 1 3 1

Just provide the two values."
14|"2 4 2 0
1 3
----
"|"2 4 2 0

Just provide the two values."
15|"2 2 2 2
2 2
----
"|"2 2 2 2

Just provide the two values."
16|"4 4 1 0
1 1
----
"|"4 4 1 0

Just provide the two values."
17|"4 1 1 1
1 1
----
"|"4 1 1 1

Just provide the two values."
18|"3 1 2 1
1 2
----
"|"3 1 2 1

Just provide the two values."
19|"1 4 4 3
0 2
----
"|"1 4 4 3

Just provide the two values."
20|"1 1 2 4
1 2
----
"|"1 1 2 4

Just provide the two values."
21|"1 4 2 3
1 3
----
"|"1 4 2 3

Just provide the two values."
22|"0 1 1 2
1 1
----
"|"0 1 1 2

Just provide the two values."
23|"0 1 2 2
2 2
----
"|"0 1 2 2

Just provide the two values."
24|"2 0 3 3
0 2
----
"|"2 0 3 3

Just provide the two values."
25|"3 2 1 2
1 3
----
"|"3 2 1 2

Just provide the two values."
26|"2 3 4 1
1 3
----
"|"2 3 4 1

Just provide the two values."
27|"4 0 0 2
2 2
----
"|"4 0 0 2

Just provide the two values."
28|"3 4 0 3
0 2
----
"|"3 4 0 3

Just provide the two values."
29|"1 0 4 3
0 2
----
"|"1 0 4 3

Just provide the two values."
30|"1 2 2 0
1 2
----
"|"1 2 2 0

Just provide the two values."
31|"1 1 0 2
1 1
----
"|"1 1 0 2

Just provide the two values."
32|"4 1 3 2
2 3
----
"|"4 1 3 2

Just provide the two values."
33|"3 1 1 0
0 1
----
"|"3 1 1 0

Just provide the two values."
34|"4 1 3 2
2 3
----
"|"4 1 3 2

Just provide the two values."
35|"4 4 0 3
1 2
----
"|"4 4 0 3

Just provide the two values."
36|"2 3 2 3
2 3
----
"|"2 3 2 3

Just provide the two values."
37|"0 1 4 4
0 1
----
"|"0 1 4 4

Just provide the two values."
38|"4 3 3 3
2 2
----
"|"4 3 3 3

Just provide the two values."
39|"2 3 1 0
1 2
----
"|"2 3 1 0

Just provide the two values."
40|"0 0 0 2
1 1
----
"|"0 0 0 2

Just provide the two values."
41|"1 0 4 0
0 1
----
"|"1 0 4 0

Just provide the two values."
42|"1 3 4 1
1 2
----
"|"1 3 4 1

Just provide the two values."
43|"4 4 2 0
2 2
----
"|"4 4 2 0

Just provide the two values."
44|"2 1 3 0
0 2
----
"|"2 1 3 0

Just provide the two values."
45|"1 0 1 1
0 0
----
"|"1 0 1 1

Just provide the two values."
46|"0 1 0 1
0 0
----
"|"0 1 0 1

Just provide the two values."
47|"3 4 2 2
2 4
----
"|"3 4 2 2

Just provide the two values."
48|"0 2 3 1
0 2
----
"|"0 2 3 1

Just provide the two values."
49|"3 3 0 1
1 1
----
"|"3 3 0 1

Just provide the two values."
50|"3 1 4 3
0 2
----
"|"3 1 4 3

Just provide the two values."
51|"3 3 2 0
2 2
----
"|"3 3 2 0

Just provide the two values."
52|"3 4 4 3
0 2
----
"|"3 4 4 3

Just provide the two values."
53|"1 0 3 0
0 1
----
"|"1 0 3 0

Just provide the two values."
54|"2 4 0 1
0 2
----
"|"2 4 0 1

Just provide the two values."
55|"3 4 4 1
0 2
----
"|"3 4 4 1

Just provide the two values."
56|"4 0 4 3
1 2
----
"|"4 0 4 3

Just provide the two values."
57|"2 1 3 4
0 3
----
"|"2 1 3 4

Just provide the two values."
58|"4 1 0 1
1 1
----
"|"4 1 0 1

Just provide the two values."
59|"1 2 4 0
0 2
----
"|"1 2 4 0

Just provide the two values."
60|"4 1 4 3
1 2
----
"|"4 1 4 3

Just provide the two values."
61|"4 1 2 2
3 3
----
"|"4 1 2 2

Just provide the two values."
62|"2 2 0 4
0 3
----
"|"2 2 0 4

Just provide the two values."
63|"4 2 1 2
2 3
----
"|"4 2 1 2

Just provide the two values."
64|"0 4 3 3
0 2
----
"|"0 4 3 3

Just provide the two values."
65|"1 2 0 2
1 2
----
"|"1 2 0 2

Just provide the two values."
66|"1 4 1 2
1 2
----
"|"1 4 1 2

Just provide the two values."
67|"2 1 1 2
1 2
----
"|"2 1 1 2

Just provide the two values."
68|"3 1 0 3
0 1
----
"|"3 1 0 3

Just provide the two values."
69|"1 0 2 0
1 1
----
"|"1 0 2 0

Just provide the two values."
70|"3 0 0 4
0 2
----
"|"3 0 0 4

Just provide the two values."
71|"1 2 4 0
0 2
----
"|"1 2 4 0

Just provide the two values."
72|"1 4 1 0
0 1
----
"|"1 4 1 0

Just provide the two values."
73|"4 1 0 2
2 2
----
"|"4 1 0 2

Just provide the two values."
74|"4 1 2 3
2 3
----
"|"4 1 2 3

Just provide the two values."
75|"3 0 2 4
1 3
----
"|"3 0 2 4

Just provide the two values."
76|"2 4 4 3
0 3
----
"|"2 4 4 3

Just provide the two values."
77|"4 4 2 4
2 2
----
"|"4 4 2 4

Just provide the two values."
78|"3 3 1 2
2 2
----
"|"3 3 1 2

Just provide the two values."
79|"2 4 0 2
1 3
----
"|"2 4 0 2

Just provide the two values."
80|"1 4 3 2
1 3
----
"|"1 4 3 2

Just provide the two values."
