|context|query
0|"0 4 4 3
1 2
----
"|"0 4 4 3

Just provide the two values."
1|"3 3 1 1
1 3
----
"|"3 3 1 1

Just provide the two values."
2|"4 2 3 4
1 1
----
"|"4 2 3 4

Just provide the two values."
3|"1 3 3 0
1 3
----
"|"1 3 3 0

Just provide the two values."
4|"2 1 2 1
2 2
----
"|"2 1 2 1

Just provide the two values."
5|"0 3 1 4
1 3
----
"|"0 3 1 4

Just provide the two values."
6|"3 1 4 2
1 2
----
"|"3 1 4 2

Just provide the two values."
7|"4 4 3 1
2 2
----
"|"4 4 3 1

Just provide the two values."
8|"2 3 2 3
0 1
----
"|"2 3 2 3

Just provide the two values."
9|"3 1 2 0
1 3
----
"|"3 1 2 0

Just provide the two values."
10|"0 4 0 3
1 2
----
"|"0 4 0 3

Just provide the two values."
11|"3 0 3 4
1 2
----
"|"3 0 3 4

Just provide the two values."
12|"1 4 4 0
0 2
----
"|"1 4 4 0

Just provide the two values."
13|"3 0 1 3
0 3
----
"|"3 0 1 3

Just provide the two values."
14|"1 4 2 3
0 2
----
"|"1 4 2 3

Just provide the two values."
15|"1 4 4 3
0 2
----
"|"1 4 4 3

Just provide the two values."
16|"3 3 1 2
0 2
----
"|"3 3 1 2

Just provide the two values."
17|"2 3 4 3
0 1
----
"|"2 3 4 3

Just provide the two values."
18|"0 2 2 3
1 2
----
"|"0 2 2 3

Just provide the two values."
19|"0 4 4 0
1 1
----
"|"0 4 4 0

Just provide the two values."
20|"1 2 2 0
0 2
----
"|"1 2 2 0

Just provide the two values."
21|"0 0 4 1
2 2
----
"|"0 0 4 1

Just provide the two values."
22|"1 4 0 3
0 3
----
"|"1 4 0 3

Just provide the two values."
23|"2 2 3 2
1 1
----
"|"2 2 3 2

Just provide the two values."
24|"2 2 2 2
0 0
----
"|"2 2 2 2

Just provide the two values."
25|"3 3 3 1
2 2
----
"|"3 3 3 1

Just provide the two values."
26|"1 1 0 0
1 3
----
"|"1 1 0 0

Just provide the two values."
27|"2 0 3 0
1 2
----
"|"2 0 3 0

Just provide the two values."
28|"0 4 4 2
1 1
----
"|"0 4 4 2

Just provide the two values."
29|"0 0 3 0
2 2
----
"|"0 0 3 0

Just provide the two values."
30|"2 1 4 2
1 1
----
"|"2 1 4 2

Just provide the two values."
31|"4 4 3 4
1 1
----
"|"4 4 3 4

Just provide the two values."
32|"2 1 4 1
2 2
----
"|"2 1 4 1

Just provide the two values."
33|"3 4 3 3
1 1
----
"|"3 4 3 3

Just provide the two values."
34|"1 2 4 4
0 1
----
"|"1 2 4 4

Just provide the two values."
35|"1 2 2 0
0 2
----
"|"1 2 2 0

Just provide the two values."
36|"0 4 3 4
2 2
----
"|"0 4 3 4

Just provide the two values."
37|"1 0 0 4
0 2
----
"|"1 0 0 4

Just provide the two values."
38|"2 1 2 0
1 2
----
"|"2 1 2 0

Just provide the two values."
39|"1 1 3 2
2 3
----
"|"1 1 3 2

Just provide the two values."
40|"0 0 4 1
2 2
----
"|"0 0 4 1

Just provide the two values."
