|context|query
0|"2 1 1 1
1 1
----
"|"2 1 1 1

Just provide the two values."
1|"1 3 1 4
1 1
----
"|"1 3 1 4

Just provide the two values."
2|"0 4 2 4
1 3
----
"|"0 4 2 4

Just provide the two values."
3|"1 1 2 4
1 2
----
"|"1 1 2 4

Just provide the two values."
4|"3 0 3 0
0 0
----
"|"3 0 3 0

Just provide the two values."
5|"1 3 1 4
1 1
----
"|"1 3 1 4

Just provide the two values."
6|"3 1 0 4
1 1
----
"|"3 1 0 4

Just provide the two values."
7|"0 3 0 3
0 0
----
"|"0 3 0 3

Just provide the two values."
8|"3 1 4 4
2 2
----
"|"3 1 4 4

Just provide the two values."
9|"1 4 4 1
1 2
----
"|"1 4 4 1

Just provide the two values."
10|"1 0 1 4
1 1
----
"|"1 0 1 4

Just provide the two values."
11|"4 4 0 3
0 2
----
"|"4 4 0 3

Just provide the two values."
12|"4 0 1 2
0 2
----
"|"4 0 1 2

Just provide the two values."
13|"0 4 0 2
0 2
----
"|"0 4 0 2

Just provide the two values."
14|"2 1 0 4
2 2
----
"|"2 1 0 4

Just provide the two values."
15|"3 0 4 0
1 1
----
"|"3 0 4 0

Just provide the two values."
16|"4 1 2 2
0 3
----
"|"4 1 2 2

Just provide the two values."
17|"4 4 1 3
0 2
----
"|"4 4 1 3

Just provide the two values."
18|"1 1 3 4
1 1
----
"|"1 1 3 4

Just provide the two values."
19|"2 1 0 0
1 1
----
"|"2 1 0 0

Just provide the two values."
20|"2 4 2 4
2 4
----
"|"2 4 2 4

Just provide the two values."
21|"0 2 0 3
1 1
----
"|"0 2 0 3

Just provide the two values."
22|"1 0 0 3
0 0
----
"|"1 0 0 3

Just provide the two values."
23|"0 4 0 3
0 1
----
"|"0 4 0 3

Just provide the two values."
24|"4 0 4 2
1 3
----
"|"4 0 4 2

Just provide the two values."
25|"1 1 0 2
0 1
----
"|"1 1 0 2

Just provide the two values."
26|"3 1 3 4
1 1
----
"|"3 1 3 4

Just provide the two values."
27|"0 0 1 4
1 1
----
"|"0 0 1 4

Just provide the two values."
28|"2 2 1 4
3 3
----
"|"2 2 1 4

Just provide the two values."
29|"3 4 2 1
0 2
----
"|"3 4 2 1

Just provide the two values."
30|"1 2 2 0
1 2
----
"|"1 2 2 0

Just provide the two values."
31|"0 2 3 2
1 2
----
"|"0 2 3 2

Just provide the two values."
32|"0 1 0 1
0 0
----
"|"0 1 0 1

Just provide the two values."
33|"3 4 1 2
0 2
----
"|"3 4 1 2

Just provide the two values."
34|"3 1 3 2
0 1
----
"|"3 1 3 2

Just provide the two values."
35|"1 1 4 1
1 1
----
"|"1 1 4 1

Just provide the two values."
36|"1 2 0 4
2 2
----
"|"1 2 0 4

Just provide the two values."
37|"3 2 2 2
1 2
----
"|"3 2 2 2

Just provide the two values."
38|"2 3 0 4
2 2
----
"|"2 3 0 4

Just provide the two values."
39|"3 0 0 3
0 0
----
"|"3 0 0 3

Just provide the two values."
40|"3 4 0 4
1 2
----
"|"3 4 0 4

Just provide the two values."
41|"4 0 4 3
1 2
----
"|"4 0 4 3

Just provide the two values."
42|"4 4 1 4
1 2
----
"|"4 4 1 4

Just provide the two values."
43|"2 1 4 1
2 2
----
"|"2 1 4 1

Just provide the two values."
44|"1 2 0 4
2 2
----
"|"1 2 0 4

Just provide the two values."
45|"0 0 2 2
0 2
----
"|"0 0 2 2

Just provide the two values."
46|"1 0 1 4
1 1
----
"|"1 0 1 4

Just provide the two values."
47|"4 0 0 2
0 2
----
"|"4 0 0 2

Just provide the two values."
48|"1 2 3 3
1 1
----
"|"1 2 3 3

Just provide the two values."
49|"2 2 3 1
2 2
----
"|"2 2 3 1

Just provide the two values."
50|"3 4 4 2
1 3
----
"|"3 4 4 2

Just provide the two values."
51|"0 3 0 4
1 1
----
"|"0 3 0 4

Just provide the two values."
52|"4 3 1 1
0 1
----
"|"4 3 1 1

Just provide the two values."
53|"3 3 3 3
0 0
----
"|"3 3 3 3

Just provide the two values."
54|"2 3 0 1
1 1
----
"|"2 3 0 1

Just provide the two values."
55|"4 2 0 3
1 2
----
"|"4 2 0 3

Just provide the two values."
56|"3 0 0 0
0 0
----
"|"3 0 0 0

Just provide the two values."
