|context|query
0|"0 3 4 0
1 2
----
"|"0 3 4 0

Just provide the two values."
1|"0 3 2 3
1 3
----
"|"0 3 2 3

Just provide the two values."
2|"1 1 0 4
1 2
----
"|"1 1 0 4

Just provide the two values."
3|"0 2 3 4
0 3
----
"|"0 2 3 4

Just provide the two values."
4|"0 0 2 0
2 2
----
"|"0 0 2 0

Just provide the two values."
5|"2 2 0 2
0 2
----
"|"2 2 0 2

Just provide the two values."
6|"3 3 3 4
1 1
----
"|"3 3 3 4

Just provide the two values."
7|"3 2 0 4
1 3
----
"|"3 2 0 4

Just provide the two values."
8|"2 4 2 2
1 1
----
"|"2 4 2 2

Just provide the two values."
9|"3 4 4 4
1 1
----
"|"3 4 4 4

Just provide the two values."
10|"1 3 0 3
0 3
----
"|"1 3 0 3

Just provide the two values."
11|"3 4 3 1
1 2
----
"|"3 4 3 1

Just provide the two values."
12|"4 2 2 2
1 1
----
"|"4 2 2 2

Just provide the two values."
13|"0 0 1 3
0 3
----
"|"0 0 1 3

Just provide the two values."
14|"4 0 4 4
0 1
----
"|"4 0 4 4

Just provide the two values."
15|"4 0 0 4
0 1
----
"|"4 0 0 4

Just provide the two values."
16|"0 2 0 1
0 3
----
"|"0 2 0 1

Just provide the two values."
17|"2 2 0 3
0 3
----
"|"2 2 0 3

Just provide the two values."
18|"4 3 1 1
0 2
----
"|"4 3 1 1

Just provide the two values."
19|"3 3 1 0
2 3
----
"|"3 3 1 0

Just provide the two values."
20|"2 4 4 2
0 1
----
"|"2 4 4 2

Just provide the two values."
21|"0 4 1 4
0 2
----
"|"0 4 1 4

Just provide the two values."
22|"0 3 4 4
0 2
----
"|"0 3 4 4

Just provide the two values."
23|"4 2 1 3
0 3
----
"|"4 2 1 3

Just provide the two values."
24|"3 3 0 4
1 2
----
"|"3 3 0 4

Just provide the two values."
25|"1 0 4 2
0 3
----
"|"1 0 4 2

Just provide the two values."
26|"0 1 2 4
2 3
----
"|"0 1 2 4

Just provide the two values."
27|"4 2 4 1
0 2
----
"|"4 2 4 1

Just provide the two values."
28|"2 3 3 4
0 2
----
"|"2 3 3 4

Just provide the two values."
29|"1 4 1 0
1 2
----
"|"1 4 1 0

Just provide the two values."
30|"2 1 0 3
1 4
----
"|"2 1 0 3

Just provide the two values."
31|"2 1 2 0
3 3
----
"|"2 1 2 0

Just provide the two values."
32|"4 1 3 4
1 2
----
"|"4 1 3 4

Just provide the two values."
33|"2 3 3 1
0 3
----
"|"2 3 3 1

Just provide the two values."
34|"3 4 3 1
1 2
----
"|"3 4 3 1

Just provide the two values."
35|"1 3 1 1
0 2
----
"|"1 3 1 1

Just provide the two values."
36|"2 0 2 2
1 2
----
"|"2 0 2 2

Just provide the two values."
37|"4 4 2 3
1 2
----
"|"4 4 2 3

Just provide the two values."
38|"4 3 1 2
0 3
----
"|"4 3 1 2

Just provide the two values."
39|"3 0 4 3
1 2
----
"|"3 0 4 3

Just provide the two values."
40|"4 2 2 0
2 2
----
"|"4 2 2 0

Just provide the two values."
41|"4 2 1 2
0 2
----
"|"4 2 1 2

Just provide the two values."
42|"3 0 3 0
2 2
----
"|"3 0 3 0

Just provide the two values."
