|context|query
0|"3 0 4 3 2 2 0 1
2 5
----
"|"3 0 4 3 2 2 0 1

Just provide the two values."
1|"1 0 3 4 2 3 0 2
3 5
----
"|"1 0 3 4 2 3 0 2

Just provide the two values."
2|"1 3 3 4 4 3 2 1
2 5
----
"|"1 3 3 4 4 3 2 1

Just provide the two values."
3|"3 3 2 4 1 2 4 2
1 4
----
"|"3 3 2 4 1 2 4 2

Just provide the two values."
4|"4 3 3 0 1 3 4 0
1 6
----
"|"4 3 3 0 1 3 4 0

Just provide the two values."
5|"3 1 1 3 0 0 1 3
1 6
----
"|"3 1 1 3 0 0 1 3

Just provide the two values."
6|"3 2 4 1 1 3 1 1
1 5
----
"|"3 2 4 1 1 3 1 1

Just provide the two values."
7|"0 2 1 3 0 4 1 1
0 7
----
"|"0 2 1 3 0 4 1 1

Just provide the two values."
8|"3 0 1 2 3 0 2 1
1 5
----
"|"3 0 1 2 3 0 2 1

Just provide the two values."
9|"3 2 1 0 3 3 0 4
2 5
----
"|"3 2 1 0 3 3 0 4

Just provide the two values."
10|"4 2 3 1 0 4 3 0
1 6
----
"|"4 2 3 1 0 4 3 0

Just provide the two values."
11|"0 3 2 0 0 1 0 1
2 5
----
"|"0 3 2 0 0 1 0 1

Just provide the two values."
12|"2 4 3 3 0 2 1 3
0 4
----
"|"2 4 3 3 0 2 1 3

Just provide the two values."
13|"0 4 4 3 1 4 3 3
1 5
----
"|"0 4 4 3 1 4 3 3

Just provide the two values."
14|"0 2 4 2 0 0 4 3
1 5
----
"|"0 2 4 2 0 0 4 3

Just provide the two values."
15|"1 4 4 1 2 1 3 2
3 6
----
"|"1 4 4 1 2 1 3 2

Just provide the two values."
16|"2 1 0 2 3 0 1 0
3 5
----
"|"2 1 0 2 3 0 1 0

Just provide the two values."
17|"2 1 1 3 0 4 0 3
2 6
----
"|"2 1 1 3 0 4 0 3

Just provide the two values."
18|"0 0 0 3 1 3 3 1
0 5
----
"|"0 0 0 3 1 3 3 1

Just provide the two values."
19|"4 0 0 3 4 0 4 4
0 5
----
"|"4 0 0 3 4 0 4 4

Just provide the two values."
20|"0 3 3 1 1 3 4 2
0 5
----
"|"0 3 3 1 1 3 4 2

Just provide the two values."
21|"4 3 1 2 0 2 3 4
0 5
----
"|"4 3 1 2 0 2 3 4

Just provide the two values."
22|"2 3 4 2 2 1 0 3
3 4
----
"|"2 3 4 2 2 1 0 3

Just provide the two values."
23|"3 3 3 4 4 4 1 0
2 5
----
"|"3 3 3 4 4 4 1 0

Just provide the two values."
24|"2 3 0 4 1 1 1 0
3 7
----
"|"2 3 0 4 1 1 1 0

Just provide the two values."
25|"4 4 2 2 1 3 2 1
0 5
----
"|"4 4 2 2 1 3 2 1

Just provide the two values."
26|"3 2 0 2 4 1 4 0
2 6
----
"|"3 2 0 2 4 1 4 0

Just provide the two values."
27|"0 0 1 4 3 4 1 0
3 7
----
"|"0 0 1 4 3 4 1 0

Just provide the two values."
28|"0 4 2 4 0 3 3 3
1 5
----
"|"0 4 2 4 0 3 3 3

Just provide the two values."
29|"4 4 0 0 2 2 0 0
2 4
----
"|"4 4 0 0 2 2 0 0

Just provide the two values."
30|"2 4 3 3 2 4 0 1
1 5
----
"|"2 4 3 3 2 4 0 1

Just provide the two values."
31|"1 3 0 2 0 1 3 2
2 5
----
"|"1 3 0 2 0 1 3 2

Just provide the two values."
32|"3 2 0 3 2 4 1 2
0 4
----
"|"3 2 0 3 2 4 1 2

Just provide the two values."
33|"2 1 3 1 4 4 3 0
2 6
----
"|"2 1 3 1 4 4 3 0

Just provide the two values."
34|"2 3 4 2 3 0 1 0
3 5
----
"|"2 3 4 2 3 0 1 0

Just provide the two values."
35|"4 0 3 3 1 2 0 1
1 6
----
"|"4 0 3 3 1 2 0 1

Just provide the two values."
36|"1 2 2 4 2 2 2 1
2 3
----
"|"1 2 2 4 2 2 2 1

Just provide the two values."
37|"2 4 0 0 0 3 3 0
1 4
----
"|"2 4 0 0 0 3 3 0

Just provide the two values."
38|"1 4 0 4 0 1 3 3
3 7
----
"|"1 4 0 4 0 1 3 3

Just provide the two values."
39|"2 4 2 1 3 1 0 3
3 5
----
"|"2 4 2 1 3 1 0 3

Just provide the two values."
40|"3 0 1 4 3 1 3 4
3 6
----
"|"3 0 1 4 3 1 3 4

Just provide the two values."
41|"4 3 1 4 4 2 4 2
1 4
----
"|"4 3 1 4 4 2 4 2

Just provide the two values."
42|"2 0 1 3 3 1 3 0
3 5
----
"|"2 0 1 3 3 1 3 0

Just provide the two values."
43|"1 0 0 1 0 3 2 1
1 6
----
"|"1 0 0 1 0 3 2 1

Just provide the two values."
44|"1 4 0 0 0 4 2 3
1 6
----
"|"1 4 0 0 0 4 2 3

Just provide the two values."
45|"0 4 4 4 4 1 2 2
3 4
----
"|"0 4 4 4 4 1 2 2

Just provide the two values."
46|"2 3 3 3 3 0 4 0
2 4
----
"|"2 3 3 3 3 0 4 0

Just provide the two values."
47|"0 2 1 2 2 3 3 0
1 4
----
"|"0 2 1 2 2 3 3 0

Just provide the two values."
48|"0 4 1 0 1 0 2 2
0 5
----
"|"0 4 1 0 1 0 2 2

Just provide the two values."
49|"3 1 3 4 0 2 0 4
3 6
----
"|"3 1 3 4 0 2 0 4

Just provide the two values."
50|"4 2 3 2 0 2 3 3
0 3
----
"|"4 2 3 2 0 2 3 3

Just provide the two values."
51|"1 1 0 0 3 4 3 0
4 6
----
"|"1 1 0 0 3 4 3 0

Just provide the two values."
52|"4 3 2 3 3 1 1 4
2 5
----
"|"4 3 2 3 3 1 1 4

Just provide the two values."
53|"4 0 4 0 4 2 1 2
1 5
----
"|"4 0 4 0 4 2 1 2

Just provide the two values."
54|"2 3 3 0 1 2 3 0
1 4
----
"|"2 3 3 0 1 2 3 0

Just provide the two values."
55|"0 3 0 1 4 1 2 1
1 7
----
"|"0 3 0 1 4 1 2 1

Just provide the two values."
56|"1 4 2 0 2 1 1 1
2 5
----
"|"1 4 2 0 2 1 1 1

Just provide the two values."
57|"4 1 1 2 4 1 3 2
2 6
----
"|"4 1 1 2 4 1 3 2

Just provide the two values."
58|"0 3 2 0 3 4 4 3
1 5
----
"|"0 3 2 0 3 4 4 3

Just provide the two values."
59|"2 4 3 2 4 3 3 3
0 3
----
"|"2 4 3 2 4 3 3 3

Just provide the two values."
60|"0 2 0 3 4 1 0 0
3 5
----
"|"0 2 0 3 4 1 0 0

Just provide the two values."
61|"2 1 1 2 1 2 2 3
1 4
----
"|"2 1 1 2 1 2 2 3

Just provide the two values."
62|"2 1 4 1 4 2 3 3
2 5
----
"|"2 1 4 1 4 2 3 3

Just provide the two values."
63|"4 3 2 1 3 1 1 3
2 5
----
"|"4 3 2 1 3 1 1 3

Just provide the two values."
64|"0 0 2 2 3 1 1 1
2 6
----
"|"0 0 2 2 3 1 1 1

Just provide the two values."
65|"4 3 0 4 0 3 0 1
2 6
----
"|"4 3 0 4 0 3 0 1

Just provide the two values."
66|"4 1 0 2 2 1 4 0
3 6
----
"|"4 1 0 2 2 1 4 0

Just provide the two values."
67|"1 4 4 3 1 1 3 0
4 7
----
"|"1 4 4 3 1 1 3 0

Just provide the two values."
68|"2 3 2 0 4 4 4 0
1 5
----
"|"2 3 2 0 4 4 4 0

Just provide the two values."
69|"1 0 1 4 4 2 3 1
2 7
----
"|"1 0 1 4 4 2 3 1

Just provide the two values."
70|"2 3 0 4 0 1 4 2
2 6
----
"|"2 3 0 4 0 1 4 2

Just provide the two values."
71|"3 1 2 2 2 3 3 2
1 2
----
"|"3 1 2 2 2 3 3 2

Just provide the two values."
72|"0 2 1 3 3 1 4 2
2 5
----
"|"0 2 1 3 3 1 4 2

Just provide the two values."
73|"4 2 3 4 3 3 3 2
2 3
----
"|"4 2 3 4 3 3 3 2

Just provide the two values."
74|"2 1 0 3 4 2 3 3
1 4
----
"|"2 1 0 3 4 2 3 3

Just provide the two values."
75|"1 3 4 3 2 2 3 1
2 4
----
"|"1 3 4 3 2 2 3 1

Just provide the two values."
76|"4 1 0 2 0 0 3 2
1 5
----
"|"4 1 0 2 0 0 3 2

Just provide the two values."
77|"1 2 3 2 3 1 1 3
3 4
----
"|"1 2 3 2 3 1 1 3

Just provide the two values."
78|"1 4 3 3 1 2 3 2
1 4
----
"|"1 4 3 3 1 2 3 2

Just provide the two values."
79|"1 2 3 3 0 1 4 1
2 6
----
"|"1 2 3 3 0 1 4 1

Just provide the two values."
