|context|query
0|"1 3 3 0 2 1 2 4
1 7
----
"|"1 3 3 0 2 1 2 4

Just provide the two values."
1|"1 4 4 0 1 2 0 2
2 5
----
"|"1 4 4 0 1 2 0 2

Just provide the two values."
2|"2 4 4 1 1 0 4 2
3 5
----
"|"2 4 4 1 1 0 4 2

Just provide the two values."
3|"4 1 0 1 3 2 4 1
1 5
----
"|"4 1 0 1 3 2 4 1

Just provide the two values."
4|"4 1 2 3 3 3 2 2
2 7
----
"|"4 1 2 3 3 3 2 2

Just provide the two values."
5|"3 2 4 3 1 4 0 4
2 6
----
"|"3 2 4 3 1 4 0 4

Just provide the two values."
6|"4 4 0 2 2 1 1 1
2 5
----
"|"4 4 0 2 2 1 1 1

Just provide the two values."
7|"0 0 4 3 4 1 4 2
2 5
----
"|"0 0 4 3 4 1 4 2

Just provide the two values."
8|"0 0 0 0 1 3 3 4
1 5
----
"|"0 0 0 0 1 3 3 4

Just provide the two values."
9|"1 2 4 2 0 4 4 4
2 5
----
"|"1 2 4 2 0 4 4 4

Just provide the two values."
10|"3 2 0 4 3 2 2 1
1 8
----
"|"3 2 0 4 3 2 2 1

Just provide the two values."
11|"2 2 3 4 3 4 2 1
0 7
----
"|"2 2 3 4 3 4 2 1

Just provide the two values."
12|"2 3 0 2 0 1 1 3
1 6
----
"|"2 3 0 2 0 1 1 3

Just provide the two values."
13|"0 0 4 3 3 3 4 2
2 5
----
"|"0 0 4 3 3 3 4 2

Just provide the two values."
14|"2 4 4 4 1 0 3 2
4 6
----
"|"2 4 4 4 1 0 3 2

Just provide the two values."
15|"2 2 1 3 3 1 1 4
0 6
----
"|"2 2 1 3 3 1 1 4

Just provide the two values."
16|"4 1 4 4 3 0 0 1
3 4
----
"|"4 1 4 4 3 0 0 1

Just provide the two values."
17|"1 1 2 0 0 1 0 1
1 3
----
"|"1 1 2 0 0 1 0 1

Just provide the two values."
18|"1 3 4 3 4 2 1 4
1 5
----
"|"1 3 4 3 4 2 1 4

Just provide the two values."
19|"3 3 3 0 1 1 4 3
1 5
----
"|"3 3 3 0 1 1 4 3

Just provide the two values."
20|"3 1 3 4 2 3 3 3
4 5
----
"|"3 1 3 4 2 3 3 3

Just provide the two values."
21|"2 4 2 4 0 2 0 4
0 5
----
"|"2 4 2 4 0 2 0 4

Just provide the two values."
22|"2 2 3 4 3 4 0 3
0 6
----
"|"2 2 3 4 3 4 0 3

Just provide the two values."
23|"4 4 0 3 0 1 0 1
0 4
----
"|"4 4 0 3 0 1 0 1

Just provide the two values."
24|"2 4 3 2 3 1 1 0
1 7
----
"|"2 4 3 2 3 1 1 0

Just provide the two values."
25|"0 2 0 1 1 4 3 3
1 6
----
"|"0 2 0 1 1 4 3 3

Just provide the two values."
26|"0 1 4 1 4 0 1 1
3 3
----
"|"0 1 4 1 4 0 1 1

Just provide the two values."
27|"1 4 0 3 2 0 3 2
4 7
----
"|"1 4 0 3 2 0 3 2

Just provide the two values."
28|"0 0 0 2 3 4 4 0
1 4
----
"|"0 0 0 2 3 4 4 0

Just provide the two values."
29|"3 2 4 0 2 3 3 2
5 7
----
"|"3 2 4 0 2 3 3 2

Just provide the two values."
30|"1 1 1 1 3 2 0 4
1 5
----
"|"1 1 1 1 3 2 0 4

Just provide the two values."
31|"4 0 2 0 2 2 3 2
3 6
----
"|"4 0 2 0 2 2 3 2

Just provide the two values."
32|"0 4 2 0 2 3 4 2
2 6
----
"|"0 4 2 0 2 3 4 2

Just provide the two values."
33|"3 0 2 3 0 0 0 1
2 5
----
"|"3 0 2 3 0 0 0 1

Just provide the two values."
34|"4 0 0 2 0 2 3 2
3 6
----
"|"4 0 0 2 0 2 3 2

Just provide the two values."
35|"3 1 4 3 0 3 4 4
3 5
----
"|"3 1 4 3 0 3 4 4

Just provide the two values."
36|"2 0 0 3 2 0 2 0
2 5
----
"|"2 0 0 3 2 0 2 0

Just provide the two values."
37|"2 3 2 4 3 4 0 2
1 7
----
"|"2 3 2 4 3 4 0 2

Just provide the two values."
38|"2 3 1 2 0 1 2 2
2 6
----
"|"2 3 1 2 0 1 2 2

Just provide the two values."
39|"2 1 3 3 3 2 1 3
1 5
----
"|"2 1 3 3 3 2 1 3

Just provide the two values."
40|"1 2 2 0 0 2 3 1
1 6
----
"|"1 2 2 0 0 2 3 1

Just provide the two values."
41|"2 0 2 3 2 4 1 2
2 7
----
"|"2 0 2 3 2 4 1 2

Just provide the two values."
