|context|query
0|"2 4 0 1
2 2
----
"|"2 4 0 1

Just provide the two values."
1|"3 1 4 0
0 2
----
"|"3 1 4 0

Just provide the two values."
2|"0 3 3 3
1 1
----
"|"0 3 3 3

Just provide the two values."
3|"4 0 2 1
2 2
----
"|"4 0 2 1

Just provide the two values."
4|"1 1 2 2
0 1
----
"|"1 1 2 2

Just provide the two values."
5|"1 1 4 4
0 1
----
"|"1 1 4 4

Just provide the two values."
6|"4 4 4 3
0 0
----
"|"4 4 4 3

Just provide the two values."
7|"3 0 1 3
1 2
----
"|"3 0 1 3

Just provide the two values."
8|"4 2 4 1
1 1
----
"|"4 2 4 1

Just provide the two values."
9|"4 4 1 0
0 2
----
"|"4 4 1 0

Just provide the two values."
10|"4 4 4 3
0 0
----
"|"4 4 4 3

Just provide the two values."
11|"1 3 0 3
1 2
----
"|"1 3 0 3

Just provide the two values."
12|"4 3 3 3
0 0
----
"|"4 3 3 3

Just provide the two values."
13|"4 3 1 0
0 2
----
"|"4 3 1 0

Just provide the two values."
14|"4 2 3 2
0 0
----
"|"4 2 3 2

Just provide the two values."
15|"3 4 3 1
1 1
----
"|"3 4 3 1

Just provide the two values."
16|"0 2 1 4
1 2
----
"|"0 2 1 4

Just provide the two values."
17|"0 1 2 0
1 3
----
"|"0 1 2 0

Just provide the two values."
18|"3 1 0 3
1 2
----
"|"3 1 0 3

Just provide the two values."
19|"4 4 1 1
1 1
----
"|"4 4 1 1

Just provide the two values."
20|"0 2 1 2
1 2
----
"|"0 2 1 2

Just provide the two values."
21|"2 2 3 1
1 1
----
"|"2 2 3 1

Just provide the two values."
22|"4 3 0 4
1 1
----
"|"4 3 0 4

Just provide the two values."
23|"0 3 3 0
1 2
----
"|"0 3 3 0

Just provide the two values."
24|"4 2 2 2
0 0
----
"|"4 2 2 2

Just provide the two values."
25|"2 1 2 1
1 1
----
"|"2 1 2 1

Just provide the two values."
26|"3 4 4 2
0 0
----
"|"3 4 4 2

Just provide the two values."
27|"4 4 2 2
0 0
----
"|"4 4 2 2

Just provide the two values."
28|"2 1 4 0
0 2
----
"|"2 1 4 0

Just provide the two values."
29|"3 0 4 0
1 2
----
"|"3 0 4 0

Just provide the two values."
30|"3 2 0 3
1 1
----
"|"3 2 0 3

Just provide the two values."
31|"2 2 1 3
0 1
----
"|"2 2 1 3

Just provide the two values."
32|"0 3 3 0
1 2
----
"|"0 3 3 0

Just provide the two values."
33|"4 0 1 1
2 2
----
"|"4 0 1 1

Just provide the two values."
34|"0 2 4 0
1 2
----
"|"0 2 4 0

Just provide the two values."
35|"1 0 3 2
1 2
----
"|"1 0 3 2

Just provide the two values."
36|"2 1 2 3
0 1
----
"|"2 1 2 3

Just provide the two values."
37|"1 2 2 1
1 1
----
"|"1 2 2 1

Just provide the two values."
38|"4 0 1 2
1 2
----
"|"4 0 1 2

Just provide the two values."
39|"3 2 1 4
0 1
----
"|"3 2 1 4

Just provide the two values."
40|"4 0 3 3
1 1
----
"|"4 0 3 3

Just provide the two values."
41|"4 1 1 2
0 1
----
"|"4 1 1 2

Just provide the two values."
42|"1 0 4 2
1 2
----
"|"1 0 4 2

Just provide the two values."
43|"0 1 2 0
1 3
----
"|"0 1 2 0

Just provide the two values."
44|"4 2 1 4
0 1
----
"|"4 2 1 4

Just provide the two values."
45|"3 1 2 4
0 1
----
"|"3 1 2 4

Just provide the two values."
46|"4 4 4 4
0 0
----
"|"4 4 4 4

Just provide the two values."
47|"4 1 0 3
1 2
----
"|"4 1 0 3

Just provide the two values."
48|"3 0 4 1
2 2
----
"|"3 0 4 1

Just provide the two values."
