|context|query
0|"2 2 0 4
1 2
----
"|"2 2 0 4

Just provide the two values."
1|"2 2 3 2
0 0
----
"|"2 2 3 2

Just provide the two values."
2|"0 0 1 3
0 2
----
"|"0 0 1 3

Just provide the two values."
3|"1 1 0 2
1 1
----
"|"1 1 0 2

Just provide the two values."
4|"0 1 2 4
0 2
----
"|"0 1 2 4

Just provide the two values."
5|"0 3 3 1
0 1
----
"|"0 3 3 1

Just provide the two values."
6|"4 2 3 2
1 1
----
"|"4 2 3 2

Just provide the two values."
7|"1 2 1 1
0 0
----
"|"1 2 1 1

Just provide the two values."
8|"0 1 0 0
2 2
----
"|"0 1 0 0

Just provide the two values."
9|"3 0 1 3
0 1
----
"|"3 0 1 3

Just provide the two values."
10|"4 3 3 1
1 1
----
"|"4 3 3 1

Just provide the two values."
11|"3 1 0 4
1 2
----
"|"3 1 0 4

Just provide the two values."
12|"2 2 0 4
1 2
----
"|"2 2 0 4

Just provide the two values."
13|"3 2 1 0
1 1
----
"|"3 2 1 0

Just provide the two values."
14|"3 2 2 2
0 0
----
"|"3 2 2 2

Just provide the two values."
15|"4 2 3 4
1 2
----
"|"4 2 3 4

Just provide the two values."
16|"2 4 2 2
1 1
----
"|"2 4 2 2

Just provide the two values."
17|"4 0 4 3
1 3
----
"|"4 0 4 3

Just provide the two values."
18|"1 1 0 2
1 1
----
"|"1 1 0 2

Just provide the two values."
19|"1 2 4 3
0 1
----
"|"1 2 4 3

Just provide the two values."
20|"0 4 1 3
1 2
----
"|"0 4 1 3

Just provide the two values."
21|"4 1 2 4
1 2
----
"|"4 1 2 4

Just provide the two values."
22|"0 0 4 3
0 3
----
"|"0 0 4 3

Just provide the two values."
23|"2 3 2 3
0 0
----
"|"2 3 2 3

Just provide the two values."
24|"0 1 2 2
0 1
----
"|"0 1 2 2

Just provide the two values."
25|"2 4 4 0
2 3
----
"|"2 4 4 0

Just provide the two values."
26|"1 4 1 1
1 1
----
"|"1 4 1 1

Just provide the two values."
27|"2 1 1 3
0 0
----
"|"2 1 1 3

Just provide the two values."
28|"1 2 1 3
0 0
----
"|"1 2 1 3

Just provide the two values."
29|"3 4 0 0
3 3
----
"|"3 4 0 0

Just provide the two values."
30|"2 3 0 3
1 1
----
"|"2 3 0 3

Just provide the two values."
31|"0 1 0 4
1 3
----
"|"0 1 0 4

Just provide the two values."
32|"0 1 2 3
0 1
----
"|"0 1 2 3

Just provide the two values."
