|context|query
0|"1 4 3 3
1 4
----
"|"1 4 3 3

Just provide the two values."
1|"3 1 2 4
2 3
----
"|"3 1 2 4

Just provide the two values."
2|"4 2 3 4
0 2
----
"|"4 2 3 4

Just provide the two values."
3|"3 0 0 0
1 1
----
"|"3 0 0 0

Just provide the two values."
4|"1 1 4 0
2 2
----
"|"1 1 4 0

Just provide the two values."
5|"3 2 0 3
2 2
----
"|"3 2 0 3

Just provide the two values."
6|"2 2 3 1
0 2
----
"|"2 2 3 1

Just provide the two values."
7|"2 1 2 0
1 1
----
"|"2 1 2 0

Just provide the two values."
8|"3 0 0 0
1 1
----
"|"3 0 0 0

Just provide the two values."
9|"0 4 1 3
1 3
----
"|"0 4 1 3

Just provide the two values."
10|"4 4 3 4
0 2
----
"|"4 4 3 4

Just provide the two values."
11|"1 2 1 0
0 1
----
"|"1 2 1 0

Just provide the two values."
12|"0 0 1 0
0 1
----
"|"0 0 1 0

Just provide the two values."
13|"4 1 4 0
2 2
----
"|"4 1 4 0

Just provide the two values."
14|"0 0 2 0
0 0
----
"|"0 0 2 0

Just provide the two values."
15|"0 0 3 3
1 2
----
"|"0 0 3 3

Just provide the two values."
16|"3 1 1 4
2 3
----
"|"3 1 1 4

Just provide the two values."
17|"4 1 2 2
1 2
----
"|"4 1 2 2

Just provide the two values."
18|"3 1 2 2
2 2
----
"|"3 1 2 2

Just provide the two values."
19|"2 4 2 0
0 1
----
"|"2 4 2 0

Just provide the two values."
20|"3 0 2 1
1 2
----
"|"3 0 2 1

Just provide the two values."
21|"0 4 3 3
1 3
----
"|"0 4 3 3

Just provide the two values."
22|"3 0 2 0
1 1
----
"|"3 0 2 0

Just provide the two values."
23|"4 1 1 4
1 2
----
"|"4 1 1 4

Just provide the two values."
24|"1 3 1 3
1 3
----
"|"1 3 1 3

Just provide the two values."
25|"1 3 2 3
1 3
----
"|"1 3 2 3

Just provide the two values."
26|"3 0 2 3
2 2
----
"|"3 0 2 3

Just provide the two values."
27|"4 0 4 3
2 2
----
"|"4 0 4 3

Just provide the two values."
28|"1 3 0 2
0 2
----
"|"1 3 0 2

Just provide the two values."
29|"4 3 0 1
0 3
----
"|"4 3 0 1

Just provide the two values."
30|"2 3 1 1
0 2
----
"|"2 3 1 1

Just provide the two values."
31|"2 4 3 0
0 2
----
"|"2 4 3 0

Just provide the two values."
32|"1 1 0 0
1 1
----
"|"1 1 0 0

Just provide the two values."
33|"3 0 0 1
1 2
----
"|"3 0 0 1

Just provide the two values."
34|"0 0 2 0
0 0
----
"|"0 0 2 0

Just provide the two values."
35|"2 2 3 1
0 2
----
"|"2 2 3 1

Just provide the two values."
36|"3 3 2 1
1 3
----
"|"3 3 2 1

Just provide the two values."
37|"2 1 4 4
2 2
----
"|"2 1 4 4

Just provide the two values."
38|"2 0 3 1
0 2
----
"|"2 0 3 1

Just provide the two values."
39|"2 0 3 0
0 1
----
"|"2 0 3 0

Just provide the two values."
40|"2 1 4 1
2 2
----
"|"2 1 4 1

Just provide the two values."
41|"1 0 0 1
0 1
----
"|"1 0 0 1

Just provide the two values."
42|"4 1 3 4
1 3
----
"|"4 1 3 4

Just provide the two values."
43|"3 1 1 2
2 2
----
"|"3 1 1 2

Just provide the two values."
44|"4 0 2 2
0 1
----
"|"4 0 2 2

Just provide the two values."
45|"3 2 3 2
1 2
----
"|"3 2 3 2

Just provide the two values."
46|"3 4 1 2
1 3
----
"|"3 4 1 2

Just provide the two values."
47|"3 1 4 1
3 3
----
"|"3 1 4 1

Just provide the two values."
48|"0 0 2 2
0 0
----
"|"0 0 2 2

Just provide the two values."
49|"0 3 3 2
0 2
----
"|"0 3 3 2

Just provide the two values."
50|"3 1 2 2
2 2
----
"|"3 1 2 2

Just provide the two values."
51|"1 4 0 4
0 2
----
"|"1 4 0 4

Just provide the two values."
52|"3 4 4 4
2 2
----
"|"3 4 4 4

Just provide the two values."
53|"4 0 4 2
1 1
----
"|"4 0 4 2

Just provide the two values."
54|"2 1 3 2
1 2
----
"|"2 1 3 2

Just provide the two values."
55|"1 0 4 3
2 3
----
"|"1 0 4 3

Just provide the two values."
56|"2 1 2 0
1 1
----
"|"2 1 2 0

Just provide the two values."
57|"2 1 4 3
3 3
----
"|"2 1 4 3

Just provide the two values."
58|"3 3 2 4
1 3
----
"|"3 3 2 4

Just provide the two values."
59|"1 2 4 2
1 2
----
"|"1 2 4 2

Just provide the two values."
60|"3 0 2 3
2 2
----
"|"3 0 2 3

Just provide the two values."
61|"1 4 1 0
0 2
----
"|"1 4 1 0

Just provide the two values."
62|"0 0 0 1
0 1
----
"|"0 0 0 1

Just provide the two values."
63|"1 0 3 2
0 2
----
"|"1 0 3 2

Just provide the two values."
64|"4 4 0 2
0 1
----
"|"4 4 0 2

Just provide the two values."
65|"1 4 3 2
0 3
----
"|"1 4 3 2

Just provide the two values."
66|"2 1 0 3
2 2
----
"|"2 1 0 3

Just provide the two values."
67|"3 3 4 3
3 3
----
"|"3 3 4 3

Just provide the two values."
68|"0 3 3 1
0 3
----
"|"0 3 3 1

Just provide the two values."
69|"3 2 2 3
2 2
----
"|"3 2 2 3

Just provide the two values."
70|"2 4 4 0
1 1
----
"|"2 4 4 0

Just provide the two values."
