|context|query
0|"1 3 1 1
2 2
----
"|"1 3 1 1

Just provide the two values."
1|"4 0 1 1
2 3
----
"|"4 0 1 1

Just provide the two values."
2|"3 4 2 1
2 2
----
"|"3 4 2 1

Just provide the two values."
3|"4 2 4 0
0 2
----
"|"4 2 4 0

Just provide the two values."
4|"4 0 1 3
1 2
----
"|"4 0 1 3

Just provide the two values."
5|"2 4 0 1
1 3
----
"|"2 4 0 1

Just provide the two values."
6|"0 0 4 1
2 2
----
"|"0 0 4 1

Just provide the two values."
7|"2 1 1 3
0 3
----
"|"2 1 1 3

Just provide the two values."
8|"3 3 0 0
0 1
----
"|"3 3 0 0

Just provide the two values."
9|"3 4 2 4
1 1
----
"|"3 4 2 4

Just provide the two values."
10|"0 0 4 0
1 1
----
"|"0 0 4 0

Just provide the two values."
11|"3 4 4 0
0 1
----
"|"3 4 4 0

Just provide the two values."
12|"3 2 4 0
0 2
----
"|"3 2 4 0

Just provide the two values."
13|"2 2 3 0
0 2
----
"|"2 2 3 0

Just provide the two values."
14|"1 3 1 2
1 3
----
"|"1 3 1 2

Just provide the two values."
15|"4 3 1 2
0 2
----
"|"4 3 1 2

Just provide the two values."
16|"2 4 4 0
0 2
----
"|"2 4 4 0

Just provide the two values."
17|"1 3 4 1
2 2
----
"|"1 3 4 1

Just provide the two values."
18|"2 1 1 0
0 4
----
"|"2 1 1 0

Just provide the two values."
19|"1 3 1 1
2 2
----
"|"1 3 1 1

Just provide the two values."
20|"2 3 4 1
1 2
----
"|"2 3 4 1

Just provide the two values."
21|"0 1 1 2
0 4
----
"|"0 1 1 2

Just provide the two values."
22|"0 4 2 3
1 2
----
"|"0 4 2 3

Just provide the two values."
23|"3 0 2 0
2 2
----
"|"3 0 2 0

Just provide the two values."
24|"4 4 1 1
1 2
----
"|"4 4 1 1

Just provide the two values."
25|"2 2 4 1
1 2
----
"|"2 2 4 1

Just provide the two values."
26|"0 3 3 3
0 1
----
"|"0 3 3 3

Just provide the two values."
27|"1 2 0 3
1 3
----
"|"1 2 0 3

Just provide the two values."
28|"0 3 3 4
0 1
----
"|"0 3 3 4

Just provide the two values."
29|"1 4 3 3
1 1
----
"|"1 4 3 3

Just provide the two values."
30|"2 2 1 0
0 3
----
"|"2 2 1 0

Just provide the two values."
31|"3 4 4 1
1 1
----
"|"3 4 4 1

Just provide the two values."
32|"0 2 2 1
2 3
----
"|"0 2 2 1

Just provide the two values."
33|"4 0 4 4
1 1
----
"|"4 0 4 4

Just provide the two values."
34|"2 1 0 0
0 3
----
"|"2 1 0 0

Just provide the two values."
35|"3 1 1 1
1 2
----
"|"3 1 1 1

Just provide the two values."
36|"4 2 3 4
0 1
----
"|"4 2 3 4

Just provide the two values."
37|"2 3 1 2
0 2
----
"|"2 3 1 2

Just provide the two values."
38|"0 1 3 1
1 3
----
"|"0 1 3 1

Just provide the two values."
39|"4 4 4 3
0 0
----
"|"4 4 4 3

Just provide the two values."
40|"4 4 3 1
1 1
----
"|"4 4 3 1

Just provide the two values."
41|"4 3 0 0
0 1
----
"|"4 3 0 0

Just provide the two values."
42|"2 4 2 4
1 1
----
"|"2 4 2 4

Just provide the two values."
43|"1 1 2 3
2 3
----
"|"1 1 2 3

Just provide the two values."
44|"1 1 1 4
1 2
----
"|"1 1 1 4

Just provide the two values."
45|"4 1 1 4
0 2
----
"|"4 1 1 4

Just provide the two values."
46|"2 1 4 1
1 3
----
"|"2 1 4 1

Just provide the two values."
47|"0 3 3 0
0 1
----
"|"0 3 3 0

Just provide the two values."
48|"3 2 0 3
0 2
----
"|"3 2 0 3

Just provide the two values."
49|"0 4 1 2
0 3
----
"|"0 4 1 2

Just provide the two values."
50|"3 2 4 4
0 1
----
"|"3 2 4 4

Just provide the two values."
51|"2 4 2 4
1 1
----
"|"2 4 2 4

Just provide the two values."
52|"1 3 0 3
1 2
----
"|"1 3 0 3

Just provide the two values."
53|"1 3 0 0
1 2
----
"|"1 3 0 0

Just provide the two values."
54|"4 1 3 3
0 1
----
"|"4 1 3 3

Just provide the two values."
55|"3 3 1 0
0 2
----
"|"3 3 1 0

Just provide the two values."
56|"2 0 4 4
1 2
----
"|"2 0 4 4

Just provide the two values."
57|"0 4 2 4
1 2
----
"|"0 4 2 4

Just provide the two values."
58|"0 0 4 1
2 2
----
"|"0 0 4 1

Just provide the two values."
59|"0 0 2 3
2 2
----
"|"0 0 2 3

Just provide the two values."
60|"3 4 0 0
0 1
----
"|"3 4 0 0

Just provide the two values."
61|"2 2 1 3
0 2
----
"|"2 2 1 3

Just provide the two values."
62|"1 2 1 1
2 3
----
"|"1 2 1 1

Just provide the two values."
63|"3 1 1 2
0 3
----
"|"3 1 1 2

Just provide the two values."
64|"4 1 0 3
0 2
----
"|"4 1 0 3

Just provide the two values."
65|"0 4 0 1
1 2
----
"|"0 4 0 1

Just provide the two values."
66|"1 4 1 4
1 2
----
"|"1 4 1 4

Just provide the two values."
