|context|query
0|"4 3 1 0
1 3
----
"|"4 3 1 0

Just provide the two values."
1|"3 1 3 1
1 2
----
"|"3 1 3 1

Just provide the two values."
2|"3 1 1 1
1 2
----
"|"3 1 1 1

Just provide the two values."
3|"1 0 0 1
1 1
----
"|"1 0 0 1

Just provide the two values."
4|"4 3 3 3
1 2
----
"|"4 3 3 3

Just provide the two values."
5|"4 3 1 2
1 4
----
"|"4 3 1 2

Just provide the two values."
6|"0 2 3 0
0 2
----
"|"0 2 3 0

Just provide the two values."
7|"1 2 4 0
1 3
----
"|"1 2 4 0

Just provide the two values."
8|"4 4 4 2
1 2
----
"|"4 4 4 2

Just provide the two values."
9|"3 2 3 3
0 2
----
"|"3 2 3 3

Just provide the two values."
10|"4 1 2 3
0 4
----
"|"4 1 2 3

Just provide the two values."
11|"3 2 1 3
0 3
----
"|"3 2 1 3

Just provide the two values."
12|"2 1 2 4
1 3
----
"|"2 1 2 4

Just provide the two values."
13|"1 1 1 0
0 1
----
"|"1 1 1 0

Just provide the two values."
14|"0 3 2 4
1 3
----
"|"0 3 2 4

Just provide the two values."
15|"4 3 3 3
1 2
----
"|"4 3 3 3

Just provide the two values."
16|"3 4 2 4
0 3
----
"|"3 4 2 4

Just provide the two values."
17|"1 0 3 4
0 3
----
"|"1 0 3 4

Just provide the two values."
18|"3 2 3 2
0 2
----
"|"3 2 3 2

Just provide the two values."
19|"3 4 0 1
1 3
----
"|"3 4 0 1

Just provide the two values."
20|"1 3 0 0
1 2
----
"|"1 3 0 0

Just provide the two values."
21|"4 2 0 2
0 2
----
"|"4 2 0 2

Just provide the two values."
22|"2 1 1 2
1 2
----
"|"2 1 1 2

Just provide the two values."
23|"2 0 1 0
1 2
----
"|"2 0 1 0

Just provide the two values."
24|"0 4 2 2
0 2
----
"|"0 4 2 2

Just provide the two values."
25|"1 1 4 0
1 2
----
"|"1 1 4 0

Just provide the two values."
26|"1 1 0 3
0 2
----
"|"1 1 0 3

Just provide the two values."
27|"3 1 1 3
0 2
----
"|"3 1 1 3

Just provide the two values."
28|"2 2 1 0
1 2
----
"|"2 2 1 0

Just provide the two values."
29|"1 4 2 2
0 3
----
"|"1 4 2 2

Just provide the two values."
30|"1 1 2 0
0 2
----
"|"1 1 2 0

Just provide the two values."
31|"4 4 0 3
0 2
----
"|"4 4 0 3

Just provide the two values."
32|"4 0 1 4
0 2
----
"|"4 0 1 4

Just provide the two values."
33|"3 4 3 0
0 2
----
"|"3 4 3 0

Just provide the two values."
34|"3 0 2 4
0 3
----
"|"3 0 2 4

Just provide the two values."
35|"4 0 1 3
0 3
----
"|"4 0 1 3

Just provide the two values."
36|"4 3 3 1
2 3
----
"|"4 3 3 1

Just provide the two values."
37|"2 1 3 0
1 3
----
"|"2 1 3 0

Just provide the two values."
38|"4 0 3 3
0 2
----
"|"4 0 3 3

Just provide the two values."
39|"2 0 4 0
2 2
----
"|"2 0 4 0

Just provide the two values."
40|"4 0 3 4
0 2
----
"|"4 0 3 4

Just provide the two values."
41|"0 4 0 2
0 2
----
"|"0 4 0 2

Just provide the two values."
42|"4 4 2 2
0 2
----
"|"4 4 2 2

Just provide the two values."
43|"3 4 1 1
1 3
----
"|"3 4 1 1

Just provide the two values."
44|"1 2 2 1
1 2
----
"|"1 2 2 1

Just provide the two values."
45|"2 0 1 1
2 2
----
"|"2 0 1 1

Just provide the two values."
46|"4 2 2 3
0 3
----
"|"4 2 2 3

Just provide the two values."
47|"2 2 4 4
2 2
----
"|"2 2 4 4

Just provide the two values."
48|"3 2 1 2
0 3
----
"|"3 2 1 2

Just provide the two values."
49|"1 4 1 2
0 3
----
"|"1 4 1 2

Just provide the two values."
