|context|query
0|"2 0 4 0 2 0 2 1
2 5
----
"|"2 0 4 0 2 0 2 1

Just provide the two values."
1|"4 4 2 4 3 4 4 0
2 5
----
"|"4 4 2 4 3 4 4 0

Just provide the two values."
2|"2 1 3 4 2 0 2 4
2 6
----
"|"2 1 3 4 2 0 2 4

Just provide the two values."
3|"2 0 4 1 1 0 2 2
2 5
----
"|"2 0 4 1 1 0 2 2

Just provide the two values."
4|"0 3 0 0 2 1 3 1
1 6
----
"|"0 3 0 0 2 1 3 1

Just provide the two values."
5|"1 4 2 4 2 3 1 1
3 5
----
"|"1 4 2 4 2 3 1 1

Just provide the two values."
6|"2 1 0 0 4 1 2 3
1 6
----
"|"2 1 0 0 4 1 2 3

Just provide the two values."
7|"2 2 0 2 1 0 3 2
1 5
----
"|"2 2 0 2 1 0 3 2

Just provide the two values."
8|"3 3 4 1 0 3 2 2
4 6
----
"|"3 3 4 1 0 3 2 2

Just provide the two values."
9|"4 0 2 2 0 2 3 0
2 5
----
"|"4 0 2 2 0 2 3 0

Just provide the two values."
10|"1 0 3 0 0 0 3 1
1 5
----
"|"1 0 3 0 0 0 3 1

Just provide the two values."
11|"4 1 0 2 0 4 4 1
1 6
----
"|"4 1 0 2 0 4 4 1

Just provide the two values."
12|"1 0 0 4 2 1 0 3
1 6
----
"|"1 0 0 4 2 1 0 3

Just provide the two values."
13|"2 0 2 0 4 2 2 0
2 4
----
"|"2 0 2 0 4 2 2 0

Just provide the two values."
14|"2 2 0 2 2 2 4 0
2 4
----
"|"2 2 0 2 2 2 4 0

Just provide the two values."
15|"4 3 0 4 3 0 0 2
2 7
----
"|"4 3 0 4 3 0 0 2

Just provide the two values."
16|"4 3 1 3 3 2 4 0
2 7
----
"|"4 3 1 3 3 2 4 0

Just provide the two values."
17|"2 4 3 1 2 4 4 2
1 5
----
"|"2 4 3 1 2 4 4 2

Just provide the two values."
18|"1 3 3 4 2 0 2 1
2 6
----
"|"1 3 3 4 2 0 2 1

Just provide the two values."
19|"3 4 4 0 2 3 4 4
2 6
----
"|"3 4 4 0 2 3 4 4

Just provide the two values."
20|"1 1 1 3 0 2 0 3
1 6
----
"|"1 1 1 3 0 2 0 3

Just provide the two values."
21|"4 3 3 1 2 4 2 4
1 6
----
"|"4 3 3 1 2 4 2 4

Just provide the two values."
22|"0 4 2 1 0 3 4 3
2 8
----
"|"0 4 2 1 0 3 4 3

Just provide the two values."
23|"2 2 2 0 4 2 0 1
1 5
----
"|"2 2 2 0 4 2 0 1

Just provide the two values."
24|"3 1 3 1 0 2 2 3
1 5
----
"|"3 1 3 1 0 2 2 3

Just provide the two values."
25|"1 2 4 3 3 1 0 1
1 6
----
"|"1 2 4 3 3 1 0 1

Just provide the two values."
26|"3 0 4 2 4 0 4 4
1 6
----
"|"3 0 4 2 4 0 4 4

Just provide the two values."
27|"3 4 1 3 1 1 2 0
1 6
----
"|"3 4 1 3 1 1 2 0

Just provide the two values."
28|"1 4 4 2 1 0 4 3
1 6
----
"|"1 4 4 2 1 0 4 3

Just provide the two values."
29|"0 0 2 1 3 3 3 0
2 6
----
"|"0 0 2 1 3 3 3 0

Just provide the two values."
30|"2 4 1 0 4 0 0 1
1 6
----
"|"2 4 1 0 4 0 0 1

Just provide the two values."
31|"1 0 1 1 1 3 4 4
1 5
----
"|"1 0 1 1 1 3 4 4

Just provide the two values."
32|"2 4 0 3 3 4 1 0
3 8
----
"|"2 4 0 3 3 4 1 0

Just provide the two values."
33|"4 2 0 3 0 0 0 3
1 6
----
"|"4 2 0 3 0 0 0 3

Just provide the two values."
34|"0 2 0 3 3 4 4 3
0 7
----
"|"0 2 0 3 3 4 4 3

Just provide the two values."
35|"0 0 2 2 2 0 4 0
1 4
----
"|"0 0 2 2 2 0 4 0

Just provide the two values."
36|"0 2 2 4 1 0 1 0
3 5
----
"|"0 2 2 4 1 0 1 0

Just provide the two values."
37|"2 2 3 1 3 1 4 4
1 6
----
"|"2 2 3 1 3 1 4 4

Just provide the two values."
38|"4 4 0 4 1 3 4 3
2 6
----
"|"4 4 0 4 1 3 4 3

Just provide the two values."
39|"1 0 1 0 3 0 2 1
0 5
----
"|"1 0 1 0 3 0 2 1

Just provide the two values."
40|"0 3 4 1 1 1 2 1
2 5
----
"|"0 3 4 1 1 1 2 1

Just provide the two values."
41|"3 4 3 3 4 0 4 0
1 6
----
"|"3 4 3 3 4 0 4 0

Just provide the two values."
42|"2 2 4 4 4 0 0 2
3 5
----
"|"2 2 4 4 4 0 0 2

Just provide the two values."
43|"0 3 4 2 0 2 1 3
4 7
----
"|"0 3 4 2 0 2 1 3

Just provide the two values."
44|"1 3 0 4 3 3 1 2
4 6
----
"|"1 3 0 4 3 3 1 2

Just provide the two values."
45|"2 2 1 2 1 0 3 2
1 4
----
"|"2 2 1 2 1 0 3 2

Just provide the two values."
46|"3 0 2 4 4 1 1 0
3 7
----
"|"3 0 2 4 4 1 1 0

Just provide the two values."
47|"4 3 1 1 3 1 1 1
2 4
----
"|"4 3 1 1 3 1 1 1

Just provide the two values."
48|"3 2 0 1 3 0 3 4
0 7
----
"|"3 2 0 1 3 0 3 4

Just provide the two values."
49|"2 0 3 3 4 4 1 3
2 7
----
"|"2 0 3 3 4 4 1 3

Just provide the two values."
50|"1 0 0 0 3 4 3 2
0 7
----
"|"1 0 0 0 3 4 3 2

Just provide the two values."
51|"1 4 3 4 0 1 3 1
2 6
----
"|"1 4 3 4 0 1 3 1

Just provide the two values."
52|"0 4 3 4 4 0 2 4
1 6
----
"|"0 4 3 4 4 0 2 4

Just provide the two values."
53|"1 3 4 3 3 3 4 4
3 5
----
"|"1 3 4 3 3 3 4 4

Just provide the two values."
54|"1 2 3 0 2 3 0 0
2 6
----
"|"1 2 3 0 2 3 0 0

Just provide the two values."
55|"1 2 0 4 0 0 2 1
2 5
----
"|"1 2 0 4 0 0 2 1

Just provide the two values."
56|"2 3 0 3 3 2 3 4
2 5
----
"|"2 3 0 3 3 2 3 4

Just provide the two values."
57|"2 0 2 4 2 3 2 1
3 5
----
"|"2 0 2 4 2 3 2 1

Just provide the two values."
