|context|query
0|"3 3 3 0 1 1 4 1
1 4
----
"|"3 3 3 0 1 1 4 1

Just provide the two values."
1|"2 4 2 3 0 0 1 2
1 6
----
"|"2 4 2 3 0 0 1 2

Just provide the two values."
2|"1 2 3 1 2 4 4 3
1 6
----
"|"1 2 3 1 2 4 4 3

Just provide the two values."
3|"4 4 3 0 0 0 1 4
0 5
----
"|"4 4 3 0 0 0 1 4

Just provide the two values."
4|"1 1 1 2 2 4 1 0
3 6
----
"|"1 1 1 2 2 4 1 0

Just provide the two values."
5|"3 3 3 1 4 4 1 4
1 4
----
"|"3 3 3 1 4 4 1 4

Just provide the two values."
6|"4 2 2 1 3 3 2 1
0 5
----
"|"4 2 2 1 3 3 2 1

Just provide the two values."
7|"0 4 0 0 1 3 0 0
3 4
----
"|"0 4 0 0 1 3 0 0

Just provide the two values."
8|"2 4 2 4 3 2 0 1
1 6
----
"|"2 4 2 4 3 2 0 1

Just provide the two values."
9|"2 4 3 3 2 1 0 2
2 5
----
"|"2 4 3 3 2 1 0 2

Just provide the two values."
10|"3 3 4 3 0 4 2 0
2 5
----
"|"3 3 4 3 0 4 2 0

Just provide the two values."
11|"3 4 0 4 0 2 4 4
0 5
----
"|"3 4 0 4 0 2 4 4

Just provide the two values."
12|"1 1 4 2 3 2 0 4
4 7
----
"|"1 1 4 2 3 2 0 4

Just provide the two values."
13|"4 1 0 2 3 4 3 2
4 6
----
"|"4 1 0 2 3 4 3 2

Just provide the two values."
14|"0 2 0 2 3 4 4 4
3 6
----
"|"0 2 0 2 3 4 4 4

Just provide the two values."
15|"2 3 4 2 0 3 3 3
2 4
----
"|"2 3 4 2 0 3 3 3

Just provide the two values."
16|"2 4 4 0 1 1 3 0
2 7
----
"|"2 4 4 0 1 1 3 0

Just provide the two values."
17|"1 1 4 4 1 4 0 1
5 5
----
"|"1 1 4 4 1 4 0 1

Just provide the two values."
18|"2 2 1 2 0 4 0 3
3 6
----
"|"2 2 1 2 0 4 0 3

Just provide the two values."
