|context|query
0|"1 1 0 4 1 0 0 3
1 4
----
"|"1 1 0 4 1 0 0 3

Just provide the two values."
1|"4 2 4 4 3 1 2 2
2 4
----
"|"4 2 4 4 3 1 2 2

Just provide the two values."
2|"0 3 1 3 0 4 1 0
2 4
----
"|"0 3 1 3 0 4 1 0

Just provide the two values."
3|"2 0 1 1 4 3 3 1
0 3
----
"|"2 0 1 1 4 3 3 1

Just provide the two values."
4|"3 0 4 4 1 1 1 1
0 2
----
"|"3 0 4 4 1 1 1 1

Just provide the two values."
5|"0 2 0 4 2 4 1 0
3 6
----
"|"0 2 0 4 2 4 1 0

Just provide the two values."
6|"4 4 2 3 0 4 2 4
1 4
----
"|"4 4 2 3 0 4 2 4

Just provide the two values."
7|"0 0 1 4 2 3 3 1
1 4
----
"|"0 0 1 4 2 3 3 1

Just provide the two values."
8|"1 2 0 0 0 1 4 2
6 6
----
"|"1 2 0 0 0 1 4 2

Just provide the two values."
9|"2 1 2 2 1 3 4 1
1 4
----
"|"2 1 2 2 1 3 4 1

Just provide the two values."
10|"4 0 4 2 1 1 2 2
1 5
----
"|"4 0 4 2 1 1 2 2

Just provide the two values."
11|"1 0 4 3 1 3 3 0
0 3
----
"|"1 0 4 3 1 3 3 0

Just provide the two values."
12|"2 1 1 1 1 0 3 4
0 3
----
"|"2 1 1 1 1 0 3 4

Just provide the two values."
13|"3 4 0 3 1 3 0 0
1 4
----
"|"3 4 0 3 1 3 0 0

Just provide the two values."
14|"3 3 2 0 1 3 0 2
2 4
----
"|"3 3 2 0 1 3 0 2

Just provide the two values."
15|"3 0 4 3 4 3 0 1
0 3
----
"|"3 0 4 3 4 3 0 1

Just provide the two values."
16|"1 3 4 0 0 1 4 0
3 4
----
"|"1 3 4 0 0 1 4 0

Just provide the two values."
17|"1 2 2 3 0 4 3 2
3 5
----
"|"1 2 2 3 0 4 3 2

Just provide the two values."
18|"4 1 0 4 1 4 3 4
1 2
----
"|"4 1 0 4 1 4 3 4

Just provide the two values."
19|"4 1 4 4 4 1 1 1
0 1
----
"|"4 1 4 4 4 1 1 1

Just provide the two values."
20|"1 0 3 3 2 3 2 4
0 4
----
"|"1 0 3 3 2 3 2 4

Just provide the two values."
21|"3 0 1 2 0 3 3 1
1 3
----
"|"3 0 1 2 0 3 3 1

Just provide the two values."
22|"3 1 3 3 1 3 4 2
2 2
----
"|"3 1 3 3 1 3 4 2

Just provide the two values."
23|"1 0 3 2 1 3 3 4
0 3
----
"|"1 0 3 2 1 3 3 4

Just provide the two values."
24|"1 1 0 1 2 2 2 4
2 5
----
"|"1 1 0 1 2 2 2 4

Just provide the two values."
25|"1 4 0 1 2 4 0 4
1 4
----
"|"1 4 0 1 2 4 0 4

Just provide the two values."
26|"4 0 1 0 3 4 4 4
2 3
----
"|"4 0 1 0 3 4 4 4

Just provide the two values."
27|"0 1 2 1 3 4 1 3
1 3
----
"|"0 1 2 1 3 4 1 3

Just provide the two values."
28|"3 3 1 2 2 2 2 4
1 4
----
"|"3 3 1 2 2 2 2 4

Just provide the two values."
29|"1 3 3 2 3 4 1 1
0 2
----
"|"1 3 3 2 3 4 1 1

Just provide the two values."
30|"1 4 2 1 3 3 0 0
0 4
----
"|"1 4 2 1 3 3 0 0

Just provide the two values."
31|"3 0 0 2 4 2 1 0
2 6
----
"|"3 0 0 2 4 2 1 0

Just provide the two values."
32|"1 1 0 2 2 4 0 0
1 6
----
"|"1 1 0 2 2 4 0 0

Just provide the two values."
33|"0 2 1 0 0 0 1 1
4 5
----
"|"0 2 1 0 0 0 1 1

Just provide the two values."
34|"4 1 4 3 1 4 3 4
0 1
----
"|"4 1 4 3 1 4 3 4

Just provide the two values."
35|"0 3 2 3 0 2 3 0
3 5
----
"|"0 3 2 3 0 2 3 0

Just provide the two values."
36|"2 2 2 1 3 4 1 1
1 4
----
"|"2 2 2 1 3 4 1 1

Just provide the two values."
37|"1 2 2 0 2 0 1 4
2 6
----
"|"1 2 2 0 2 0 1 4

Just provide the two values."
