|context|query
0|"1 3 3 1 3 0 1 0
1 4
----
"|"1 3 3 1 3 0 1 0

Just provide the two values."
1|"2 2 0 4 4 1 4 4
0 6
----
"|"2 2 0 4 4 1 4 4

Just provide the two values."
2|"1 4 4 3 2 2 4 0
4 7
----
"|"1 4 4 3 2 2 4 0

Just provide the two values."
3|"3 4 4 2 0 3 3 1
2 6
----
"|"3 4 4 2 0 3 3 1

Just provide the two values."
4|"2 4 0 3 0 4 3 4
2 6
----
"|"2 4 0 3 0 4 3 4

Just provide the two values."
5|"2 4 0 2 0 1 1 1
1 6
----
"|"2 4 0 2 0 1 1 1

Just provide the two values."
6|"4 2 1 1 0 4 3 1
2 6
----
"|"4 2 1 1 0 4 3 1

Just provide the two values."
7|"4 3 2 1 0 3 2 1
3 6
----
"|"4 3 2 1 0 3 2 1

Just provide the two values."
8|"3 4 4 1 1 2 0 1
2 6
----
"|"3 4 4 1 1 2 0 1

Just provide the two values."
9|"0 0 1 1 1 2 1 3
1 5
----
"|"0 0 1 1 1 2 1 3

Just provide the two values."
10|"1 1 2 3 0 0 0 3
3 5
----
"|"1 1 2 3 0 0 0 3

Just provide the two values."
11|"4 4 3 1 1 1 0 1
1 5
----
"|"4 4 3 1 1 1 0 1

Just provide the two values."
12|"2 1 1 2 3 4 4 0
2 7
----
"|"2 1 1 2 3 4 4 0

Just provide the two values."
13|"1 1 2 2 0 1 3 1
2 5
----
"|"1 1 2 2 0 1 3 1

Just provide the two values."
14|"3 2 0 3 2 0 2 1
2 6
----
"|"3 2 0 3 2 0 2 1

Just provide the two values."
15|"2 0 3 3 1 2 3 1
2 5
----
"|"2 0 3 3 1 2 3 1

Just provide the two values."
16|"0 1 3 4 0 3 4 0
3 6
----
"|"0 1 3 4 0 3 4 0

Just provide the two values."
17|"1 4 2 2 4 2 3 3
1 6
----
"|"1 4 2 2 4 2 3 3

Just provide the two values."
18|"3 0 1 3 3 1 4 0
2 5
----
"|"3 0 1 3 3 1 4 0

Just provide the two values."
19|"0 3 4 0 4 0 3 3
1 5
----
"|"0 3 4 0 4 0 3 3

Just provide the two values."
20|"1 3 2 2 4 0 1 3
0 6
----
"|"1 3 2 2 4 0 1 3

Just provide the two values."
21|"0 2 3 3 2 4 1 2
1 6
----
"|"0 2 3 3 2 4 1 2

Just provide the two values."
22|"3 3 0 4 0 2 1 2
2 7
----
"|"3 3 0 4 0 2 1 2

Just provide the two values."
23|"4 3 1 0 0 3 1 0
3 5
----
"|"4 3 1 0 0 3 1 0

Just provide the two values."
24|"4 4 0 1 1 3 3 1
1 5
----
"|"4 4 0 1 1 3 3 1

Just provide the two values."
25|"2 4 1 2 1 4 0 4
0 6
----
"|"2 4 1 2 1 4 0 4

Just provide the two values."
26|"1 1 3 3 1 4 4 0
3 5
----
"|"1 1 3 3 1 4 4 0

Just provide the two values."
27|"1 0 0 1 2 4 4 1
0 6
----
"|"1 0 0 1 2 4 4 1

Just provide the two values."
