|context|query
0|"1 4 2 3 4 3 1 4
3 6
----
"|"1 4 2 3 4 3 1 4

Just provide the two values."
1|"2 2 0 0 3 0 1 3
1 5
----
"|"2 2 0 0 3 0 1 3

Just provide the two values."
2|"3 1 1 2 1 1 4 4
1 6
----
"|"3 1 1 2 1 1 4 4

Just provide the two values."
3|"0 0 2 4 2 3 4 3
2 6
----
"|"0 0 2 4 2 3 4 3

Just provide the two values."
4|"1 0 2 0 0 0 4 1
3 5
----
"|"1 0 2 0 0 0 4 1

Just provide the two values."
5|"4 3 4 3 2 0 3 0
0 5
----
"|"4 3 4 3 2 0 3 0

Just provide the two values."
6|"2 2 2 3 0 3 0 0
1 4
----
"|"2 2 2 3 0 3 0 0

Just provide the two values."
7|"3 2 3 0 3 1 0 1
1 5
----
"|"3 2 3 0 3 1 0 1

Just provide the two values."
8|"2 0 2 1 0 4 3 4
5 7
----
"|"2 0 2 1 0 4 3 4

Just provide the two values."
9|"2 3 2 1 1 0 2 3
3 6
----
"|"2 3 2 1 1 0 2 3

Just provide the two values."
10|"3 1 3 3 4 2 1 0
0 6
----
"|"3 1 3 3 4 2 1 0

Just provide the two values."
11|"4 0 4 0 3 3 2 1
3 6
----
"|"4 0 4 0 3 3 2 1

Just provide the two values."
12|"2 3 1 3 3 0 0 1
1 5
----
"|"2 3 1 3 3 0 0 1

Just provide the two values."
13|"0 0 3 2 4 1 3 1
1 6
----
"|"0 0 3 2 4 1 3 1

Just provide the two values."
14|"1 4 0 0 0 4 4 1
2 5
----
"|"1 4 0 0 0 4 4 1

Just provide the two values."
15|"0 2 4 3 4 1 3 4
1 6
----
"|"0 2 4 3 4 1 3 4

Just provide the two values."
16|"0 4 4 1 1 0 1 1
1 5
----
"|"0 4 4 1 1 0 1 1

Just provide the two values."
17|"1 3 0 3 3 4 0 3
3 4
----
"|"1 3 0 3 3 4 0 3

Just provide the two values."
18|"4 2 4 1 1 0 1 0
1 6
----
"|"4 2 4 1 1 0 1 0

Just provide the two values."
19|"2 0 3 4 2 2 0 1
1 6
----
"|"2 0 3 4 2 2 0 1

Just provide the two values."
20|"1 4 1 4 4 3 4 2
1 6
----
"|"1 4 1 4 4 3 4 2

Just provide the two values."
21|"3 3 2 1 2 3 4 4
3 6
----
"|"3 3 2 1 2 3 4 4

Just provide the two values."
22|"0 0 2 2 4 1 2 0
3 5
----
"|"0 0 2 2 4 1 2 0

Just provide the two values."
23|"1 3 0 1 2 4 4 3
3 7
----
"|"1 3 0 1 2 4 4 3

Just provide the two values."
24|"3 4 3 2 0 0 1 2
0 6
----
"|"3 4 3 2 0 0 1 2

Just provide the two values."
25|"4 4 2 2 3 1 4 4
3 6
----
"|"4 4 2 2 3 1 4 4

Just provide the two values."
26|"0 3 2 4 2 3 3 3
1 5
----
"|"0 3 2 4 2 3 3 3

Just provide the two values."
27|"3 0 1 1 4 3 1 0
2 5
----
"|"3 0 1 1 4 3 1 0

Just provide the two values."
28|"2 1 4 3 2 0 1 0
0 7
----
"|"2 1 4 3 2 0 1 0

Just provide the two values."
29|"4 1 0 2 0 1 2 1
1 6
----
"|"4 1 0 2 0 1 2 1

Just provide the two values."
30|"2 2 0 4 4 1 0 3
0 7
----
"|"2 2 0 4 4 1 0 3

Just provide the two values."
31|"1 3 2 3 1 1 3 2
2 5
----
"|"1 3 2 3 1 1 3 2

Just provide the two values."
32|"1 3 3 4 1 3 3 0
1 5
----
"|"1 3 3 4 1 3 3 0

Just provide the two values."
33|"2 2 2 0 4 0 3 1
1 6
----
"|"2 2 2 0 4 0 3 1

Just provide the two values."
34|"1 1 0 3 0 3 1 4
2 5
----
"|"1 1 0 3 0 3 1 4

Just provide the two values."
35|"0 0 0 4 0 4 0 0
2 3
----
"|"0 0 0 4 0 4 0 0

Just provide the two values."
36|"2 4 3 2 2 4 0 0
1 6
----
"|"2 4 3 2 2 4 0 0

Just provide the two values."
37|"2 1 0 2 2 1 2 4
2 6
----
"|"2 1 0 2 2 1 2 4

Just provide the two values."
38|"3 3 4 3 0 0 3 0
0 3
----
"|"3 3 4 3 0 0 3 0

Just provide the two values."
39|"4 0 0 3 2 0 1 0
1 5
----
"|"4 0 0 3 2 0 1 0

Just provide the two values."
40|"2 2 3 4 1 3 0 3
0 6
----
"|"2 2 3 4 1 3 0 3

Just provide the two values."
41|"0 0 0 1 3 2 3 3
3 4
----
"|"0 0 0 1 3 2 3 3

Just provide the two values."
42|"4 4 3 2 2 0 4 0
0 6
----
"|"4 4 3 2 2 0 4 0

Just provide the two values."
43|"1 4 2 0 4 3 1 3
2 7
----
"|"1 4 2 0 4 3 1 3

Just provide the two values."
44|"0 0 1 2 0 1 3 4
2 6
----
"|"0 0 1 2 0 1 3 4

Just provide the two values."
45|"0 3 4 1 0 2 0 2
1 6
----
"|"0 3 4 1 0 2 0 2

Just provide the two values."
46|"0 2 1 1 4 3 4 0
1 7
----
"|"0 2 1 1 4 3 4 0

Just provide the two values."
47|"3 3 0 1 2 3 4 3
1 5
----
"|"3 3 0 1 2 3 4 3

Just provide the two values."
48|"4 4 1 0 1 3 4 1
0 6
----
"|"4 4 1 0 1 3 4 1

Just provide the two values."
49|"1 3 2 4 4 2 2 2
3 6
----
"|"1 3 2 4 4 2 2 2

Just provide the two values."
50|"1 0 0 4 1 0 0 0
2 4
----
"|"1 0 0 4 1 0 0 0

Just provide the two values."
51|"2 4 2 2 0 0 1 4
2 6
----
"|"2 4 2 2 0 0 1 4

Just provide the two values."
52|"4 1 2 0 0 4 4 4
3 5
----
"|"4 1 2 0 0 4 4 4

Just provide the two values."
53|"3 1 3 1 0 0 1 3
1 4
----
"|"3 1 3 1 0 0 1 3

Just provide the two values."
54|"3 2 4 0 0 4 4 3
1 5
----
"|"3 2 4 0 0 4 4 3

Just provide the two values."
55|"1 2 2 2 1 0 4 4
3 7
----
"|"1 2 2 2 1 0 4 4

Just provide the two values."
56|"0 1 2 3 3 0 1 0
2 5
----
"|"0 1 2 3 3 0 1 0

Just provide the two values."
57|"1 0 1 3 2 0 4 0
2 6
----
"|"1 0 1 3 2 0 4 0

Just provide the two values."
58|"2 4 3 4 2 0 3 2
0 6
----
"|"2 4 3 4 2 0 3 2

Just provide the two values."
59|"3 1 3 0 4 2 1 3
0 6
----
"|"3 1 3 0 4 2 1 3

Just provide the two values."
60|"1 0 1 2 2 0 1 0
2 5
----
"|"1 0 1 2 2 0 1 0

Just provide the two values."
61|"0 0 4 2 1 1 0 4
2 6
----
"|"0 0 4 2 1 1 0 4

Just provide the two values."
62|"0 3 0 2 0 4 0 3
1 4
----
"|"0 3 0 2 0 4 0 3

Just provide the two values."
63|"3 1 2 1 0 4 1 1
3 6
----
"|"3 1 2 1 0 4 1 1

Just provide the two values."
64|"0 4 4 0 0 2 0 0
0 4
----
"|"0 4 4 0 0 2 0 0

Just provide the two values."
65|"0 2 1 3 2 3 0 3
0 5
----
"|"0 2 1 3 2 3 0 3

Just provide the two values."
66|"2 4 1 3 4 0 2 0
1 7
----
"|"2 4 1 3 4 0 2 0

Just provide the two values."
67|"0 2 4 3 2 1 2 4
2 7
----
"|"0 2 4 3 2 1 2 4

Just provide the two values."
68|"2 0 2 2 1 2 0 0
2 4
----
"|"2 0 2 2 1 2 0 0

Just provide the two values."
69|"3 2 1 2 3 3 3 1
1 5
----
"|"3 2 1 2 3 3 3 1

Just provide the two values."
70|"3 4 2 1 1 3 1 4
3 6
----
"|"3 4 2 1 1 3 1 4

Just provide the two values."
71|"2 3 2 1 0 2 4 0
2 6
----
"|"2 3 2 1 0 2 4 0

Just provide the two values."
72|"2 2 3 4 3 3 0 2
1 5
----
"|"2 2 3 4 3 3 0 2

Just provide the two values."
73|"4 2 3 3 4 4 3 0
1 5
----
"|"4 2 3 3 4 4 3 0

Just provide the two values."
74|"3 0 2 3 2 1 0 3
2 5
----
"|"3 0 2 3 2 1 0 3

Just provide the two values."
75|"4 0 4 1 2 1 4 4
3 6
----
"|"4 0 4 1 2 1 4 4

Just provide the two values."
76|"3 2 3 3 1 3 3 2
0 4
----
"|"3 2 3 3 1 3 3 2

Just provide the two values."
77|"3 2 2 3 3 2 0 0
2 4
----
"|"3 2 2 3 3 2 0 0

Just provide the two values."
78|"4 1 1 1 2 4 2 0
3 7
----
"|"4 1 1 1 2 4 2 0

Just provide the two values."
79|"4 1 4 3 3 1 0 4
2 6
----
"|"4 1 4 3 3 1 0 4

Just provide the two values."
80|"2 0 3 0 1 0 0 4
2 5
----
"|"2 0 3 0 1 0 0 4

Just provide the two values."
81|"2 0 1 0 2 2 3 1
1 6
----
"|"2 0 1 0 2 2 3 1

Just provide the two values."
82|"2 2 3 3 0 4 2 4
3 6
----
"|"2 2 3 3 0 4 2 4

Just provide the two values."
83|"4 2 4 4 0 1 1 4
1 6
----
"|"4 2 4 4 0 1 1 4

Just provide the two values."
84|"0 4 4 0 0 4 4 0
1 3
----
"|"0 4 4 0 0 4 4 0

Just provide the two values."
85|"0 3 4 2 2 1 3 0
0 6
----
"|"0 3 4 2 2 1 3 0

Just provide the two values."
86|"2 3 1 2 1 2 4 0
0 7
----
"|"2 3 1 2 1 2 4 0

Just provide the two values."
87|"3 1 4 3 4 2 1 4
1 6
----
"|"3 1 4 3 4 2 1 4

Just provide the two values."
88|"1 2 4 1 3 2 0 3
3 7
----
"|"1 2 4 1 3 2 0 3

Just provide the two values."
89|"1 0 2 2 2 3 2 3
4 5
----
"|"1 0 2 2 2 3 2 3

Just provide the two values."
90|"3 0 2 4 1 3 3 2
2 6
----
"|"3 0 2 4 1 3 3 2

Just provide the two values."
91|"4 4 4 1 4 4 1 2
2 5
----
"|"4 4 4 1 4 4 1 2

Just provide the two values."
92|"1 4 0 4 2 0 4 3
1 6
----
"|"1 4 0 4 2 0 4 3

Just provide the two values."
93|"0 3 3 0 3 1 4 3
1 4
----
"|"0 3 3 0 3 1 4 3

Just provide the two values."
94|"1 3 1 3 0 0 4 2
1 6
----
"|"1 3 1 3 0 0 4 2

Just provide the two values."
95|"4 4 2 2 1 0 1 1
1 7
----
"|"4 4 2 2 1 0 1 1

Just provide the two values."
96|"1 1 4 3 3 0 3 1
2 5
----
"|"1 1 4 3 3 0 3 1

Just provide the two values."
97|"3 0 4 2 1 4 4 4
3 6
----
"|"3 0 4 2 1 4 4 4

Just provide the two values."
98|"0 3 4 3 3 2 0 0
1 4
----
"|"0 3 4 3 3 2 0 0

Just provide the two values."
99|"4 4 4 3 4 4 1 3
1 4
----
"|"4 4 4 3 4 4 1 3

Just provide the two values."
