|context|query
0|"2 0 4 2
1 3
----
"|"2 0 4 2

Just provide the two values."
1|"0 0 1 4
0 1
----
"|"0 0 1 4

Just provide the two values."
2|"4 1 1 1
0 0
----
"|"4 1 1 1

Just provide the two values."
3|"4 4 1 1
0 0
----
"|"4 4 1 1

Just provide the two values."
4|"0 0 3 4
0 1
----
"|"0 0 3 4

Just provide the two values."
5|"3 2 0 2
1 3
----
"|"3 2 0 2

Just provide the two values."
6|"1 0 2 0
2 2
----
"|"1 0 2 0

Just provide the two values."
7|"4 2 0 1
1 2
----
"|"4 2 0 1

Just provide the two values."
8|"2 3 0 3
1 2
----
"|"2 3 0 3

Just provide the two values."
9|"1 3 1 0
1 1
----
"|"1 3 1 0

Just provide the two values."
10|"0 1 3 4
0 1
----
"|"0 1 3 4

Just provide the two values."
11|"2 0 0 3
1 2
----
"|"2 0 0 3

Just provide the two values."
12|"1 0 3 0
1 1
----
"|"1 0 3 0

Just provide the two values."
13|"0 1 0 4
0 1
----
"|"0 1 0 4

Just provide the two values."
14|"3 2 4 4
1 1
----
"|"3 2 4 4

Just provide the two values."
15|"0 3 4 0
1 1
----
"|"0 3 4 0

Just provide the two values."
16|"0 4 4 2
0 2
----
"|"0 4 4 2

Just provide the two values."
17|"1 2 0 2
1 3
----
"|"1 2 0 2

Just provide the two values."
18|"4 3 4 3
0 0
----
"|"4 3 4 3

Just provide the two values."
19|"1 2 0 0
2 2
----
"|"1 2 0 0

Just provide the two values."
20|"1 2 3 1
1 1
----
"|"1 2 3 1

Just provide the two values."
21|"0 4 1 4
0 1
----
"|"0 4 1 4

Just provide the two values."
22|"2 2 3 0
3 3
----
"|"2 2 3 0

Just provide the two values."
23|"0 4 4 2
0 2
----
"|"0 4 4 2

Just provide the two values."
24|"3 2 4 4
1 1
----
"|"3 2 4 4

Just provide the two values."
25|"3 3 1 0
1 1
----
"|"3 3 1 0

Just provide the two values."
26|"3 1 2 4
1 1
----
"|"3 1 2 4

Just provide the two values."
27|"3 0 4 4
0 1
----
"|"3 0 4 4

Just provide the two values."
