|context|query
0|"Guess: 2 3 5 0
Response: 0 1

"|"Guess: 2 3 5 0
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
1|"Guess: 1 3 1 1
Response: 2 4

"|"Guess: 1 3 1 1
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
2|"Guess: 1 3 5 2
Response: 0 2

"|"Guess: 1 3 5 2
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
3|"Guess: 0 3 4 2
Response: 0 1

"|"Guess: 0 3 4 2
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
4|"Guess: 0 0 2 3
Response: 0 1

"|"Guess: 0 0 2 3
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
5|"Guess: 2 5 5 2
Response: 0 0

"|"Guess: 2 5 5 2
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
6|"Guess: 2 5 1 5
Response: 1 1

"|"Guess: 2 5 1 5
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
7|"Guess: 3 0 1 0
Response: 2 2

"|"Guess: 3 0 1 0
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
8|"Guess: 5 0 1 3
Response: 1 2

"|"Guess: 5 0 1 3
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
9|"Guess: 4 5 5 4
Response: 0 0

"|"Guess: 4 5 5 4
Response: ? ?
-----------What do you think the response is for this final guess? Make sure to reply with just 2 digits between 0-4, separated by a single space character."
